page,url,creation_date,author,title,keywords,verdict
91,https://www.reuters.com/article/factcheck-kentucky-amendment-pregnancy/fact-check-kentucky-democratic-state-senator-proposed-satirical-amendment-in-2019-on-women-notifying-state-of-pregnancies-idUSL1N2YF22Z,2022-06-28 19:11:59,Reuters Fact Check,Fact Check-Kentucky Democratic state senator proposed satirical amendment in 2019 on women notifying state of pregnancies,"FACTCHECK,KENTUCKY/AMENDMENT,PREGNANCY,Americas,North America,United States,Kentucky",Missing context
91,https://www.reuters.com/article/factchec-trump-statement-meadows/fact-check-trump-statement-saying-mark-meadows-wore-too-much-cologne-is-a-fake-idUSL1N2YF216,2022-06-28 18:45:19,Reuters Fact Check,Fact Check-Trump statement saying Mark Meadows wore too much cologne is a fake,"FACTCHEC,TRUMP/STATEMENT,MEADOWS,Americas,General News,North America,Government / Politics,US President,United States,US Government News",FALSE
91,https://www.reuters.com/article/factcheck-boris-coronavirus/fact-check-posts-suggesting-boris-johnson-did-not-have-covid-19-in-april-2020-are-based-on-article-labelled-as-satire-idUSL1N2YF1EZ,2022-06-28 15:11:20,Reuters Fact Check,Fact Check-Posts suggesting Boris Johnson did not have COVID-19 in April 2020 are based on article labelled as satire,"FACTCHECK,BORIS/CORONAVIRUS,Coronavirus,General News,Health / Medicine,Human Diseases / Conditions,Infectious Diseases",Satire
91,https://www.reuters.com/article/factcheck-ukraine-energy/fact-check-ukrainian-fuel-prices-cheaper-than-uks-due-to-lower-taxes-on-fuel-both-countries-have-seen-fuel-prices-rise-since-russias-invasion-of-ukraine-idUSL1N2YF17F,2022-06-28 14:25:57,Reuters Fact Check,Fact Check-Ukrainian fuel prices cheaper than UK’s due to lower taxes on fuel; both countries have seen fuel prices rise since Russia’s invasion of Ukraine,"FACTCHECK,UKRAINE/ENERGY,Central / Eastern Europe,Commodities Markets,Emerging Market Countries,Energy (Legacy),Europe,Energy Markets,Ukraine",No evidence
91,https://www.reuters.com/article/factcheck-bayer-vaccine/fact-check-bayer-executives-comments-misinterpreted-in-social-media-posts-idUSL1N2YF1AI,2022-06-28 14:20:04,Reuters Fact Check,Fact Check-Bayer executive’s comments misinterpreted in social media posts,"FACTCHECK,BAYER/VACCINE",FALSE
91,https://www.reuters.com/article/factcheck-uvalde-shooting-employment/fact-check-contrary-to-social-media-posts-there-is-no-evidence-uvalde-shooter-was-part-of-a-set-up-or-conspiracy-and-he-had-a-job-until-shortly-before-the-shooting-idUSL1N2YF16G,2022-06-28 13:47:03,Reuters Fact Check,"Fact Check-Contrary to social media posts, there is no evidence Uvalde shooter was part of a set-up or conspiracy and he had a job until shortly before the shooting","FACTCHECK,UVALDE/SHOOTING,EMPLOYMENT,Crime / Law / Justice,Crime,General News,Murder / Suspected Murder",No evidence
92,https://www.reuters.com/article/factcheck-roe-rape/fact-check-fact-check-1973-roe-v-wade-decision-did-not-center-on-whether-plaintiff-had-been-raped-idUSL1N2YF147,2022-06-28 13:32:13,Reuters Fact Check,Fact Check-Fact check – 1973 Roe v. Wade decision did not center on whether plaintiff had been raped,"FACTCHECK,ROE/RAPE",Partly false
92,https://www.reuters.com/article/factcheck-bricks-dc/fact-check-photos-show-pallets-of-bricks-for-a-construction-project-near-cannon-house-office-building-idUSL1N2YE2C6,2022-06-27 21:06:10,Reuters Fact Check,Fact Check-Photos show pallets of bricks for a construction project near Cannon House Office Building,"FACTCHECK,BRICKS/DC",Missing context
92,https://www.reuters.com/article/factcheck-ukraine-airplane/fact-check-video-of-the-worlds-largest-plane-crashing-is-from-computer-game-idUSL1N2YE1GD,2022-06-27 17:45:40,Reuters Fact Check,Fact Check-Video of the ‘world’s largest plane’ crashing is from computer game,"FACTCHECK,UKRAINE/AIRPLANE,Central / Eastern Europe,Emerging Market Countries,Europe,Ukraine",FALSE
92,https://www.reuters.com/article/factcheck-uvalde-births/fact-check-video-of-search-for-birth-records-does-not-prove-uvalde-school-shooting-was-faked-idUSL1N2YE1NU,2022-06-27 17:44:21,Reuters Fact Check,Fact Check-Video of search for birth records does not prove Uvalde school shooting was faked,"FACTCHECK,UVALDE/BIRTHS",FALSE
92,https://www.reuters.com/article/factcheck-atlantic-thomas/fact-check-fabricated-image-purports-to-show-racist-headline-published-by-the-atlantic-on-judge-clarence-thomas-idUSL1N2YE1KF,2022-06-27 17:01:16,Reuters Fact Check,Fact Check-Fabricated image purports to show racist headline published by The Atlantic on Judge Clarence Thomas,"FACTCHECK,ATLANTIC/THOMAS",Fabricated
92,https://www.reuters.com/article/factcheck-glastonbury-greta/fact-check-photo-of-litter-near-glastonburys-pyramid-stage-taken-in-2015-not-after-greta-thunbergs-2022-festival-speech-idUSL1N2YE1JD,2022-06-27 16:48:19,Reuters Fact Check,"Fact Check-Photo of litter near Glastonbury’s Pyramid Stage taken in 2015, not after Greta Thunberg’s 2022 festival speech","FACTCHECK,GLASTONBURY/GRETA",Miscaptioned
92,https://www.reuters.com/article/factcheck-atlantic-abortion/fact-check-the-atlantic-did-not-publish-headline-on-environmental-impact-of-overturning-roe-v-wade-idUSL1N2YE1I0,2022-06-27 16:39:04,Reuters Fact Check,Fact Check-The Atlantic did not publish headline on ‘environmental impact’ of overturning Roe v. Wade,"FACTCHECK,ATLANTIC/ABORTION",Altered
92,https://www.reuters.com/article/factcheck-rowling-abortion/fact-check-no-evidence-j-k-rowling-tweeted-keep-your-legs-closed-in-response-to-u-s-abortion-ruling-idUSL1N2YE1GZ,2022-06-27 16:33:39,Reuters Fact Check,Fact Check-No evidence J.K. Rowling tweeted ‘keep your legs closed’ in response to U.S. abortion ruling,"FACTCHECK,ROWLING/ABORTION",FALSE
92,https://www.reuters.com/article/factcheck-barrett-abortion/fact-check-amy-coney-barrett-statements-on-super-precedents-made-during-confirmation-hearings-misquoted-on-social-media-amidst-roe-v-wade-overturn-idUSL1N2YB1V3,2022-06-24 19:30:20,Reuters Fact Check,Fact Check-Amy Coney Barrett statements on ‘super-precedents’ made during confirmation hearings misquoted on social media amidst Roe v. Wade overturn,"FACTCHECK,BARRETT/ABORTION",Misleading
92,https://www.reuters.com/article/factcheck-graham-airport/fact-check-clip-of-lindsey-graham-being-heckled-at-airport-was-filmed-in-january-2021-idUSL1N2YB1EB,2022-06-24 15:47:44,Reuters Fact Check,Fact Check-Clip of Lindsey Graham being heckled at airport was filmed in January 2021,"FACTCHECK,GRAHAM/AIRPORT",Miscaptioned
93,https://www.reuters.com/article/factcheck-biden-jefferson/fact-check-image-shows-false-quotes-attributed-to-joe-biden-and-thomas-jefferson-idUSL1N2YB1DW,2022-06-24 15:44:58,Reuters Fact Check,Fact Check-Image shows false quotes attributed to Joe Biden and Thomas Jefferson,"FACTCHECK,BIDEN/JEFFERSON",FALSE
93,https://www.reuters.com/article/factcheck-us-fox/fact-check-fox-news-did-not-publish-headline-calling-they-them-pronouns-a-plot-to-undermine-american-democracy-idUSL1N2YA1EK,2022-06-23 14:32:58,Reuters Fact Check,Fact Check-Fox News did not publish headline calling they/them pronouns a “plot to undermine American democracy”,"FACTCHECK,US/FOX,Americas,North America,United States",Altered
93,https://www.reuters.com/article/factcheck-russia-ukraine/fact-check-clip-does-not-show-individual-running-from-conscription-in-ukraine-video-dates-to-at-least-may-2020-and-was-filmed-in-sochi-russia-idUSL1N2YA1CM,2022-06-23 14:24:41,Reuters Fact Check,"Fact Check-Clip does not show individual running from conscription in Ukraine; Video dates to at least May 2020 and was filmed in Sochi, Russia ","FACTCHECK,RUSSIA/UKRAINE,Asia / Pacific,Asia,Central / Eastern Europe,CIS Countries,Emerging Market Countries,Europe,North Asia,Russia,Ukraine",Miscaptioned
93,https://www.reuters.com/article/factcheck-7eleven-gas/fact-check-photo-does-not-show-a-7-eleven-gas-station-charging-7-11-for-gas-idUSL1N2YA1CK,2022-06-23 14:23:15,Reuters Fact Check,Fact Check-Photo does not show a 7-Eleven gas station charging $7.11 for gas,"FACTCHECK,7ELEVEN/GAS",Misleading
93,https://www.reuters.com/article/factcheck-russia-ukraine/fact-check-video-purporting-to-show-russian-hypersonic-kinzhal-missile-targeting-ukrainian-weapons-depot-was-created-by-visual-effects-artist-idUSL1N2YA1BK,2022-06-23 14:13:07,Reuters Fact Check,Fact Check-Video purporting to show Russian hypersonic Kinzhal missile targeting Ukrainian weapons depot was created by visual effects artist,"FACTCHECK,RUSSIA/UKRAINE,Asia / Pacific,Asia,Central / Eastern Europe,CIS Countries,Emerging Market Countries,Europe,North Asia,Russia,Ukraine",Miscaptioned
93,https://www.reuters.com/article/factcheck-hologram-zelenskiy/fact-check-image-showing-making-of-zelenskiys-address-with-hologram-sparks-fake-theories-he-is-never-in-ukraine-idUSL1N2YA1AB,2022-06-23 14:05:41,Reuters Fact Check,Fact Check-Image showing making-of Zelenskiy’s address with hologram sparks fake theories he is never in Ukraine,"FACTCHECK,HOLOGRAM/ZELENSKIY",Missing context
93,https://www.reuters.com/article/factcheck-guns-vaccine/fact-check-guns-have-killed-more-people-than-covid-19-vaccines-idUSL1N2Y91TI,2022-06-22 15:32:15,Reuters Fact Check,Fact Check-Guns have killed more people than COVID-19 vaccines,"FACTCHECK,GUNS/VACCINE",FALSE
93,https://www.reuters.com/article/factcheck-trump-aged/fact-check-image-of-donald-trump-edited-to-make-him-appear-more-aged-idUSL1N2Y91SY,2022-06-22 15:29:54,Reuters Fact Check,Fact Check-Image of Donald Trump edited to make him appear more aged,"FACTCHECK,TRUMP/AGED",Altered
93,https://www.reuters.com/article/factcheck-danish-navy/fact-check-no-evidence-danish-navy-opened-fire-on-russian-warships-idUSL1N2Y91SG,2022-06-22 15:26:41,Reuters Fact Check,Fact Check-No evidence Danish Navy opened fire on Russian warships,"FACTCHECK,DANISH/NAVY",FALSE
93,https://www.reuters.com/article/factcheck-oilrig-clip/fact-check-video-of-vessel-fighting-oil-rig-fire-predates-the-ukraine-war-idUSL1N2Y91ML,2022-06-22 14:51:12,Reuters Fact Check,Fact Check-Video of vessel fighting oil rig fire predates the Ukraine war,"FACTCHECK,OILRIG/CLIP",Miscaptioned
94,https://www.reuters.com/article/factcheck-sheep-clip/fact-check-video-of-dead-sheep-on-a-mountain-can-be-traced-back-to-2021-idUSL1N2Y91LI,2022-06-22 14:46:30,Reuters Fact Check,Fact Check-Video of dead sheep on a mountain can be traced back to 2021,"FACTCHECK,SHEEP/CLIP",Miscaptioned
94,https://www.reuters.com/article/factcheck-atlantic-biden/fact-check-the-atlantic-did-not-publish-headline-calling-president-bidens-bike-fall-heroic-idUSL1N2Y826G,2022-06-21 19:25:37,Reuters Fact Check,Fact Check-The Atlantic did not publish headline calling President Biden’s bike fall ‘heroic’,"FACTCHECK,ATLANTIC/BIDEN",Altered
94,https://www.reuters.com/article/factcheck-desantis-tshirt/fact-check-photo-of-gov-desantis-holding-t-shirt-is-digitally-altered-idUSL1N2PK1IU,2022-06-21 19:01:33,Reuters Fact Check,Fact Check-Photo of Gov. DeSantis holding t-shirt is digitally altered,"FACTCHECK,DESANTIS/TSHIRT",Altered
94,https://www.reuters.com/article/factcheck-desantis-trumpshirt/fact-check-altered-photo-of-florida-governor-ron-desantis-holding-a-trump-t-shirt-idUSL1N2Y7147,2022-06-21 18:59:54,Reuters Fact Check,Fact Check-Altered photo of Florida Governor Ron DeSantis holding a Trump t-shirt,"FACTCHECK,DESANTIS,TRUMPSHIRT/",Altered
94,https://www.reuters.com/article/factcheck-sandyhook-victim/fact-check-possible-use-of-wrong-photo-in-a-news-report-does-not-mean-subject-is-a-crisis-actor-idUSL1N2Y80OL,2022-06-21 10:57:14,Reuters Fact Check,Fact Check-Possible use of wrong photo in a news report does not mean subject is a ‘crisis actor’,"FACTCHECK,SANDYHOOK/VICTIM",FALSE
94,https://www.reuters.com/article/factcheck-luxembourg-wurst/fact-check-image-shows-austrian-singer-conchita-wurst-with-business-manager-not-luxembourg-prime-minister-with-his-wife-idUSL1N2Y80OD,2022-06-21 10:53:42,Reuters Fact Check,"Fact Check-Image shows Austrian singer Conchita Wurst with business manager, not Luxembourg Prime Minister ‘with his wife’","FACTCHECK,LUXEMBOURG/WURST,Benelux,Europe,Euro Zone,Luxembourg,Western Europe",Miscaptioned
94,https://www.reuters.com/article/factcheck-jenpsaki-tweet/fact-check-fabricated-jen-psaki-tweets-on-president-bidens-bike-fall-created-by-satirical-twitter-account-idUSL1N2Y713R,2022-06-21 10:43:19,Reuters Fact Check,Fact Check-Fabricated Jen Psaki tweets on President Biden’s bike fall created by satirical Twitter account,"FACTCHECK,JENPSAKI,TWEET/",Satire
94,https://www.reuters.com/article/factcheck-bigboy-billboard/fact-check-purported-billboard-with-anti-democrats-message-outside-restaurant-chain-is-fabricated-idUSL1N2Y21MW,2022-06-20 20:39:42,Reuters Fact Check,Fact Check-Purported billboard with anti-Democrats message outside restaurant chain is fabricated,"FACTCHECK,BIGBOY/BILLBOARD",Altered
94,https://www.reuters.com/article/factcheck-kansas-cattle/fact-check-death-of-kansas-cattle-in-june-2022-caused-by-extreme-temperatures-officials-and-industry-say-idUSL1N2Y71GK,2022-06-20 19:44:33,Reuters Fact Check,"Fact Check-Death of Kansas cattle in June 2022 caused by extreme temperatures, officials and industry say","FACTCHECK,KANSAS/CATTLE",No evidence
94,https://www.reuters.com/article/factcheck-bieber-ramsayhunt-coronavirus/fact-check-definitive-link-between-ramsay-hunt-syndrome-and-covid-19-vaccines-has-not-been-established-idUSL1N2Y71BG,2022-06-20 16:36:09,Reuters Fact Check,Fact Check-Definitive link between Ramsay Hunt syndrome and COVID-19 vaccines has not been established,"FACTCHECK,BIEBER,RAMSAYHUNT,CORONAVIRUS/",Missing context
95,https://www.reuters.com/article/factcheck-laurenboebert-tedcruz/fact-check-altered-image-of-lauren-boebert-wearing-a-price-tag-printed-on-cap-alongside-ted-cruz-idUSL1N2Y41TM,2022-06-17 17:10:45,Reuters Fact Check,Fact Check-Altered image of Lauren Boebert wearing a price tag printed on cap alongside Ted Cruz,"FACTCHECK,LAURENBOEBERT,TEDCRUZ/",Altered
95,https://www.reuters.com/article/factcheck-india-violence/fact-check-video-does-not-show-religious-clashes-in-india-as-a-result-of-bjp-party-comments-idUSL1N2Y41B7,2022-06-17 14:08:25,Reuters Fact Check,Fact Check-Video does not show religious clashes in India as a result of BJP party comments,"FACTCHECK,INDIA/VIOLENCE,Asia / Pacific,Asia,Conflicts / War / Peace,Emerging Market Countries,General News,India,South Asia,Civil Unrest",Miscaptioned
95,https://www.reuters.com/article/factcheck-russia-finland/fact-check-video-does-not-show-russia-moving-nuclear-capable-iskander-weapons-systems-to-finnish-border-idUSL1N2Y40GS,2022-06-17 09:05:53,Reuters Fact Check,Fact Check-Video does not show Russia moving nuclear-capable Iskander weapons systems to Finnish border,"FACTCHECK,RUSSIA/FINLAND,Asia / Pacific,Asia,Central / Eastern Europe,CIS Countries,Emerging Market Countries,Europe,Euro Zone,Finland,North Asia,Nordic States,Russia,Western Europe",Miscaptioned
95,https://www.reuters.com/article/factcheck-trump-burthdaystatement/fact-check-image-purporting-to-show-trump-statement-on-flushing-january-6-notes-down-a-toilet-is-fabricated-idUSL1N2Y31TW,2022-06-16 17:46:37,Reuters Fact Check,Fact Check-Image purporting to show Trump statement on flushing January 6 notes down a toilet is fabricated,"FACTCHECK,TRUMP,BURTHDAYSTATEMENT/",FALSE
95,https://www.reuters.com/article/factcheck-hungary-orban/fact-check-no-evidence-hungarian-pm-viktor-orban-said-he-wanted-to-avoid-losing-hungary-to-an-idiot-who-made-a-massacre-in-europe-idUSL1N2Y31OL,2022-06-16 16:45:50,Reuters Fact Check,Fact Check-No evidence Hungarian PM Viktor Orban said he wanted to avoid ‘losing’ Hungary to ‘an idiot who made a massacre’ in Europe,"FACTCHECK,HUNGARY/ORBAN,Central / Eastern Europe,East European Countries,Emerging Market Countries,Europe,Hungary",No evidence
95,https://www.reuters.com/article/factcheck-uk-rwanda/fact-check-rwanda-flight-carrying-asylum-seekers-was-not-blocked-by-the-european-union-idUSL1N2Y31MV,2022-06-16 16:23:58,Reuters Fact Check,Fact Check-Rwanda flight carrying asylum seekers was not blocked by the European Union,"FACTCHECK,UK/RWANDA,Africa,East Africa,Rwanda",Missing context
95,https://www.reuters.com/article/factcheck-altered-paulpelosi/fact-check-altered-image-does-not-show-paul-pelosis-mugshot-after-arrest-on-suspicion-of-drunk-driving-in-may-2022-idUSL1N2Y21XA,2022-06-15 17:26:02,Reuters Fact Check,Fact Check-Altered image does not show Paul Pelosi's mugshot after arrest on suspicion of drunk driving in May 2022,"FACTCHECK,ALTERED/PAULPELOSI",Altered
95,https://www.reuters.com/article/factcheck-nyp-un/fact-check-newyork-post-did-not-publish-a-headlineclaiming-u-n-issued-warningof-massive-refugee-movement-idUSL1N2Y11Y8,2022-06-14 18:00:23,Reuters Fact Check,Fact Check-New York Post did not publish a headline claiming U.N. issued warning of ‘massive refugee movement’  ,"FACTCHECK,NYP/UN",Altered
95,https://www.reuters.com/article/factcheck-qatari-news/fact-check-photo-does-not-show-a-qatari-news-anchor-expressing-thoughts-about-religious-freedom-in-india-idUSL1N2Y11JU,2022-06-14 15:21:26,Reuters Fact Check,Fact Check-Photo does not show a Qatari news anchor expressing thoughts about religious freedom in India,"FACTCHECK,QATARI/NEWS",Misleading
95,https://www.reuters.com/article/factcheck-meme-forecasts/fact-check-meme-comparing-swedish-weather-forecasts-is-misleading-and-does-not-prove-climate-change-is-a-hoax-idUSL1N2Y11HY,2022-06-14 15:04:12,Reuters Fact Check,Fact Check-Meme comparing Swedish weather forecasts is misleading and does not prove climate change is a hoax,"FACTCHECK,MEME/FORECASTS",Misleading
96,https://www.reuters.com/article/factcheck-pride-flags-embassy/fact-check-pride-flags-have-been-flown-by-u-s-embassies-in-muslim-majority-countries-during-biden-presidency-idUSL1N2Y01EU,2022-06-13 16:23:50,Reuters Fact Check,Fact Check-Pride flags have been flown by U.S. embassies in Muslim majority countries during Biden presidency,"FACTCHECK,PRIDE/FLAGS,EMBASSY",FALSE
96,https://www.reuters.com/article/factcheck-wef-camera/fact-check-video-does-not-show-wefs-klaus-schwab-exposed-by-a-hidden-camera-idUSL1N2XX1CW,2022-06-10 14:05:32,Reuters Fact Check,Fact Check-Video does not show WEF’s Klaus Schwab exposed by a hidden camera  ,"FACTCHECK,WEF/CAMERA",Misleading
96,https://www.reuters.com/article/factcheck-sussman-false/fact-check-false-claims-of-arrest-of-ex-clinton-campaign-lawyer-in-june-2022-stem-from-hoax-website-idUSL1N2XW1U1,2022-06-09 15:56:03,Reuters Fact Check,Fact Check-False claims of arrest of ex-Clinton campaign lawyer in June 2022 stem from hoax website,"FACTCHECK,SUSSMAN/FALSE",FALSE
96,https://www.reuters.com/article/factcheck-illinois-grading-race/fact-check-a-race-based-grading-system-was-not-introduced-at-an-illinois-high-school-idUSL1N2XW1SU,2022-06-09 15:40:50,Reuters Fact Check,Fact Check-A race-based grading system was not introduced at an Illinois high school,"FACTCHECK,ILLINOIS/GRADING,RACE,Americas,North America,United States,Illinois",Misleading
96,https://www.reuters.com/article/factcheck-sealevel-meme/fact-check-meme-comparing-jugs-of-water-and-ice-does-not-prove-sea-level-rise-is-a-hoax-idUSL1N2XW1LX,2022-06-09 14:40:29,Reuters Fact Check,Fact Check-Meme comparing jugs of water and ice does not prove sea level rise is a hoax,"FACTCHECK,SEALEVEL/MEME",Misleading
96,https://www.reuters.com/article/factcheck-cycing-trans-photo/fact-check-photo-of-transgender-women-on-winners-podium-was-taken-at-race-with-categories-specifically-inclusive-of-transgender-and-non-binary-people-idUSL1N2XW0X1,2022-06-09 11:59:51,Reuters Fact Check,Fact Check-Photo of transgender women on winner's podium was taken at race with categories specifically inclusive of transgender and non-binary people,"FACTCHECK,CYCING/TRANS,PHOTO",Missing context
96,https://www.reuters.com/article/factcheck-maricopa-18000/fact-check-no-evidence-maricopa-county-accepted-18000-ballots-after-2020-election-day-idUSL1N2XV2AI,2022-06-08 19:19:27,Reuters Fact Check,"Fact Check-No evidence Maricopa County accepted 18,000 ballots after 2020 election day  ","FACTCHECK,MARICOPA/18000",FALSE
96,https://www.reuters.com/article/factcheck-cnn-china/fact-check-fabricated-cnn-tweet-about-a-leaked-chinese-geopolitical-strategy-document-idUSL1N2XV1JN,2022-06-08 15:01:07,Reuters Fact Check,Fact Check-Fabricated CNN tweet about a ‘leaked Chinese geopolitical strategy document’,"FACTCHECK,CNN/CHINA",FALSE
96,https://www.reuters.com/article/factcheck-togo-miscaptioned/fact-check-video-shows-incident-in-togo-not-gunman-being-caught-during-june-5-massacre-in-nigerian-catholic-church-idUSL1N2XV1I4,2022-06-08 14:51:47,Reuters Fact Check,"Fact Check-Video shows incident in Togo, not gunman being caught during June 5 massacre in Nigerian Catholic church ","FACTCHECK,TOGO/MISCAPTIONED",Miscaptioned
97,https://www.reuters.com/article/factcheck-volcanoes-co2/fact-check-volcanoes-do-not-produce-more-co2-emissions-than-human-activity-idUSL1N2XV1HA,2022-06-08 14:45:50,Reuters Fact Check,Fact Check-Volcanoes do not produce more CO2 emissions than human activity,"FACTCHECK,VOLCANOES/CO2",FALSE
97,https://www.reuters.com/article/factcheck-health-monkeypox/fact-check-chimpanzee-adenovirus-vector-in-the-astrazeneca-covid-19-vaccine-does-not-cause-monkeypox-idUSL2N2XG0W1,2022-06-08 14:19:30,Reuters Fact Check,Fact Check-Chimpanzee adenovirus vector in the AstraZeneca COVID-19 vaccine does not cause monkeypox,"FACTCHECK,HEALTH/MONKEYPOX,General News,Health / Medicine",FALSE
97,https://www.reuters.com/article/factcheck-dutchflag-ukrainiansoldiers/fact-check-screenshot-of-video-showing-soldiers-burning-dutch-flag-predates-russian-invasion-of-ukraine-idUSL1N2XT1PE,2022-06-06 19:05:12,Reuters Fact Check,Fact Check-Screenshot of video showing soldiers burning Dutch flag predates Russian invasion of Ukraine,"FACTCHECK,DUTCHFLAG,UKRAINIANSOLDIERS/",Miscaptioned
97,https://www.reuters.com/article/idUSL1N2XT1IF,2022-06-06 17:42:23,Reuters Fact Check,Fact Check-Screenshot of headline saying Depp/Heard trial was ‘the female Holocaust’ is fake,"(FACTCHECK,GUARDIAN/HEADLINE,HOLOCAUST)",Altered
97,https://www.reuters.com/article/factcheck-psaki-27/fact-check-no-evidence-jen-psaki-made-27-million-in-two-years-as-white-house-press-secretary-idUSL1N2XQ26Y,2022-06-03 20:37:24,Reuters Fact Check,Fact Check-No evidence Jen Psaki made $27 million in two years as White House Press Secretary,"FACTCHECK,PSAKI/27",No evidence
97,https://www.reuters.com/article/factcheck-paul-tweet/fact-check-no-evidence-sen-rand-paul-tweeted-message-on-exposing-covid-19-vaccines-idUSL1N2XQ268,2022-06-03 20:22:51,Reuters Fact Check,Fact Check-No evidence Sen. Rand Paul tweeted message on exposing COVID-19 vaccines,"FACTCHECK,PAUL/TWEET",FALSE
97,https://www.reuters.com/article/factcheck-wef-meat/fact-check-no-evidence-of-wef-saying-that-meat-and-property-are-unsustainable-idUSL1N2XQ1HM,2022-06-03 16:52:06,Reuters Fact Check,Fact Check-No evidence of WEF saying that meat and property are ‘unsustainable’,"FACTCHECK,WEF,MEAT/",FALSE
97,https://www.reuters.com/article/factcheck-video-hospital/fact-check-video-of-gunshot-sounds-heard-inside-a-hospital-predates-june-2022-shooting-in-tulsa-oklahoma-idUSL1N2XQ14H,2022-06-03 14:15:01,Reuters Fact Check,"Fact Check-Video of gunshot sounds heard inside a hospital predates June 2022 shooting in Tulsa, Oklahoma  ","FACTCHECK,VIDEO/HOSPITAL",Miscaptioned
97,https://www.reuters.com/article/factcheck-cnn-depp/fact-check-fabricated-cnn-screenshot-on-depp-and-rittenhouse-going-on-a-national-tour-idUSL1N2XP20W,2022-06-02 19:47:08,Reuters Fact Check,Fact Check-Fabricated CNN screenshot on Depp and Rittenhouse going on a ‘national tour’,"FACTCHECK,CNN/DEPP",FALSE
98,https://www.reuters.com/article/factcheck-ottawa-police/fact-check-fabricated-quote-about-trucker-protests-falsely-attributed-to-ottawa-police-chief-idUSL1N2XP1XM,2022-06-02 19:07:25,Reuters Fact Check,Fact Check-Fabricated quote about trucker protests falsely attributed to Ottawa police chief,"FACTCHECK,OTTAWA/POLICE",FALSE
98,https://www.reuters.com/article/factcheck-sanger-quote/fact-check-fabricated-quote-about-human-weeds-attributed-to-planned-parenthood-founder-idUSL1N2XP1SB,2022-06-02 17:38:22,Reuters Fact Check,Fact Check-Fabricated quote about ‘human weeds’ attributed to Planned Parenthood founder,"FACTCHECK,SANGER/QUOTE",FALSE
98,https://www.reuters.com/article/factcheck-ontario-insurance/fact-check-health-ministry-says-no-changes-to-tests-offered-under-ontario-health-insurance-plan-idUSL1N2XP1PZ,2022-06-02 17:06:45,Reuters Fact Check,Fact Check-Health ministry says no changes to tests offered under Ontario Health Insurance Plan,"FACTCHECK,ONTARIO/INSURANCE",No evidence
98,https://www.reuters.com/article/factcheck-uvalde-parents/fact-check-social-media-posts-misrepresent-news-reports-referring-to-uvalde-victims-stepfather-and-biological-father-idUSL1N2XP0XM,2022-06-02 13:29:47,Reuters Fact Check,Fact Check-Social media posts misrepresent news reports referring to Uvalde victim’s stepfather and biological father,"FACTCHECK,UVALDE/PARENTS",Missing context
98,https://www.reuters.com/article/factcheck-peru-5g/fact-check-posts-claim-removal-of-5g-antenna-in-peru-caused-covid-19-to-disappear-but-the-mast-was-dismantled-in-nov-2019-idUSL1N2XO2ON,2022-06-01 20:38:16,Reuters Fact Check,Fact Check-Posts claim removal of 5G antenna in Peru caused COVID-19 to ‘disappear’ - but the mast was dismantled in Nov. 2019,"FACTCHECK,PERU/5G",FALSE
98,https://www.reuters.com/article/factcheck-ken-pregnant/fact-check-claims-of-a-pregnant-ken-doll-originated-on-satirical-website-idUSL1N2XO2O4,2022-06-01 20:30:57,Reuters Fact Check,Fact Check-Claims of a pregnant Ken doll originated on satirical website,"FACTCHECK,KEN/PREGNANT",Satire
98,https://www.reuters.com/article/factcheck-kylerittenhouse-theview/fact-check-claims-kyle-rittenhouse-sued-and-won-a-defamation-case-against-the-view-stem-from-satire-website-idUSL1N2XO1GR,2022-06-01 15:44:27,Reuters Fact Check,Fact Check-Claims Kyle Rittenhouse sued and won a defamation case against The View stem from satire website,"FACTCHECK,KYLERITTENHOUSE,THEVIEW/",FALSE
98,https://www.reuters.com/article/factcheck-screenshot-pfizer/fact-check-canadian-outlet-global-news-did-not-report-that-pfizers-covid-19-vaccine-recorded-a-12-efficacy-rate-idUSL1N2XO15E,2022-06-01 14:01:17,Reuters Fact Check,Fact Check-Canadian outlet Global News did not report that Pfizer’s COVID-19 vaccine recorded a 12% efficacy rate,"FACTCHECK,SCREENSHOT/PFIZER",Altered
98,https://www.reuters.com/article/factcheck-saudi-pride/fact-check-bbc-news-did-not-report-on-a-saudi-arabia-straight-pride-month-idUSL1N2XO0PK,2022-06-01 11:38:46,Reuters Fact Check,Fact Check-BBC News did not report on a Saudi Arabia ‘Straight Pride’ month,"FACTCHECK,SAUDI/PRIDE,Asia / Pacific,Asia,Emerging Market Countries,Middle East,Saudi Arabia,South-West Asia,Gulf",Digitally altered
98,https://www.reuters.com/article/factcheck-ukraine-eu/fact-check-ukraine-is-not-in-the-schengen-zone-citizens-currently-have-work-and-settlement-rights-due-to-war-idUSL1N2XO0PG,2022-06-01 11:35:07,Reuters Fact Check,Fact Check-Ukraine is not in the Schengen zone. Citizens currently have work and settlement rights due to war.,"FACTCHECK,UKRAINE/EU,Central / Eastern Europe,Emerging Market Countries,Europe,Ukraine",Misleading
